,Well_ID,"X, m","Y, m","Depth, m","Porosity, fraction","Permeability, mD","Acoustic Impedance, kg*s/m^2","Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa",Vclay,"Cumulative oil production (1 yr), MSTB","Cumulative oil production (2 yr), MSTB","Cumulative oil production (3 yr), MSTB","Cumulative Water production (1 yr), MSTB","Cumulative Water production (2 yr), MSTB","Cumulative Water production (3 yr), MSTB"
12,Well_no_20,1175,2175,3061.330000000001,0.11769052631578945,81.53433545949333,7365633.637321303,1.9329677176528257,3915.0817829795965,29.58556136477467,1700.4763076620643,5.445688741544621,0.38332,171.98,268.98,346.96,566.18,1285.6,2073.2
13,Well_no_21,7525,7125,3057.93,0.1337722222222222,102.09690408046616,7213804.96622819,2.1759891504680464,3438.3153165031244,25.02891132065497,1700.9186046426225,6.0259726227275605,0.149995,381.52,596.08,751.92,411.35,1010.4,1712.2
14,Well_no_22,3425,5125,3051.309999999999,0.14134473684210527,141.3484758462576,7180622.221449999,2.1788348125815777,3422.5129615683136,25.002563103403524,1661.284574053317,5.7507321101015725,0.166665,872.1,1317.9,1611.3,240.62,830.75,1659.9
15,Well_no_23,7475,8625,3060.660000000001,0.1309775,106.54172862942006,7336265.943149999,1.9718821042081756,3786.1515569129497,28.741644267988995,1660.1303436740016,5.691944321961773,0.21666,384.49,628.05,817.24,536.65,1280.8,2141.9
16,Well_no_24,4525,7625,3054.900000000001,0.12498933333333333,113.8004216340781,7329040.167985302,2.2795143245919083,3306.2519748378763,23.765997340342103,1705.9464786384165,6.458505862476839,0.24999999999999994,474.04,675.5,796.17,214.48,647.16,1207.3
17,Well_no_25,3025,1375,3058.7242105263163,0.11794941176470587,69.22046229554566,7434545.607544475,1.85788173811024,4115.951967896625,31.350249957101923,1669.4536451565516,5.322767402158272,0.4561157894736843,269.78,445.37,578.87,317.62,743.32,1227.6
18,Well_no_26,6625,5725,3052.64,0.13614642857142858,116.56250813406324,7280404.897049999,2.0882139435551905,3634.5287171370483,26.773534088776522,1664.0148733201577,5.774571560900763,0.11667000000000001,689.87,1069.4,1324.9,354.23,1003.7,1830.7
19,Well_no_27,2425,4775,3054.0,0.1084595,59.61058535345065,7463520.691499999,1.8009960435681294,4064.298996417778,31.62611873215913,1696.7307521186412,4.95294494747504,0.53331,212.56,333.64,424.22,118.76,325.97,580.97
20,Well_no_28,3875,6675,3052.339999999999,0.13659294117647058,110.77672870419288,7243518.632762441,2.134278208751158,3451.2741369952455,25.279138946239694,1634.6357156344557,5.657619553361082,0.19999499999999998,635.28,978.11,1209.6,252.95,762.44,1440.7
21,Well_no_29,1425,1825,3061.150000000001,0.11953249999999999,91.92121287827042,7347982.152879362,1.856370607021642,4200.433168395678,29.679181418729115,1645.9387705800987,5.3929049498449775,0.316655,319.26,493.9,622.47,552.77,1300.6,2153.2
22,Well_no_3,7725,8275,3060.669999999999,0.11806222222222222,88.97841988525956,7358435.38601396,1.949772913988792,3888.251808122134,28.217162411622027,1679.3774696565797,5.722331041024946,0.26666,381.75,611.38,781.4,393.17,948.18,1603.1
23,Well_no_30,5075,6875,3052.7900000000004,0.1383829411764706,161.6815475471302,7177430.146242987,2.1720852908419603,3338.407074838503,24.180868433441614,1666.4605637950876,6.076663781832607,0.18333499999999997,659.9,984.57,1194.2,246.96,779.5,1498.5
24,Well_no_31,3175,3825,3052.992631578948,0.12588666666666665,113.72853817156913,7330549.127473726,1.929337056662776,3931.660377719573,29.797856673787237,1730.0824045259585,5.551227110472178,0.3508684210526316,646.15,974.72,1185.4,215.36,674.77,1293.6
25,Well_no_32,2125,7825,3058.0400000000004,0.11507052631578944,100.98725468999746,7394142.478116788,2.1100497371013978,3688.4538802941142,27.50265975219214,1700.799808396311,6.059557363245567,0.4166550000000001,437.64,658.82,819.49,334.52,892.18,1563.0
26,Well_no_33,2975,5925,3052.620000000001,0.130285625,101.16603172830496,7379184.97315,1.8950955976781336,3943.2847540464063,29.3082612571333,1694.5246162234387,5.417985870449003,0.29999,428.43,641.34,780.12,152.27,479.53,911.93
27,Well_no_34,4975,4175,3050.9326315789467,0.12020444444444443,67.31993525480749,7411555.738191107,2.1655683301226434,3574.4165494336407,25.46135047510649,1661.146369057937,6.006689132338811,0.3157789473684211,246.25,386.18,492.86,82.22399999999999,247.25,465.38
28,Well_no_35,2225,2775,3057.309999999999,0.1261664705882353,112.5049336105111,7405884.71655,1.9290588269689333,3938.3492126013757,29.44979853991369,1672.7850098464194,5.729173468769442,0.33332500000000004,578.46,905.9,1122.1,561.23,1434.9,2468.8
29,Well_no_36,5875,7375,3055.199999999999,0.14711684210526316,196.11977831889507,7180822.890924153,2.127619148541158,3407.3989870600244,23.73954262284395,1684.5722779521657,6.185439570204297,0.150005,1058.4,1630.3,2013.2,864.57,2215.3,3862.4
30,Well_no_37,3625,8425,3057.728421052632,0.13175499999999996,99.13697147870602,7354525.486456234,2.169092414683494,3311.3135202809394,25.737202627665713,1655.7119352172722,6.262806866597015,0.19297894736842106,293.42,440.52,539.98,352.56,857.83,1448.8
31,Well_no_38,3975,2075,3056.43,0.113711,67.55462237755775,7461396.9919536505,1.877489669804322,4085.2598206849525,30.762918948887666,1687.6458847989313,5.185910290615165,0.3833150000000001,315.36,503.71,643.14,159.79,424.74,754.23
32,Well_no_39,4625,4825,3050.370000000001,0.13050944444444446,143.27665537782704,7294302.340450001,2.2798936989715632,3401.7871874265984,25.313094124048156,1696.7569595323944,5.968111397446789,0.26666500000000004,980.56,1483.9,1801.8,255.67,855.01,1716.7
33,Well_no_4,4425,6475,3051.61,0.1381111764705882,121.62495972919973,7330541.41648481,2.003024680272655,3675.8653725790173,26.927751501432635,1655.2204260485507,5.205561301238722,0.149995,795.82,1262.8,1573.2,253.25,782.38,1502.9
34,Well_no_40,1925,3375,3057.129999999999,0.13056266666666663,107.85825499936416,7360022.603849998,1.998302561043086,3717.5593152598476,27.53788242397018,1714.4600967723372,5.938782275024226,0.23332000000000003,558.34,880.05,1098.1,557.05,1409.2,2426.1
35,Well_no_41,6225,8325,3058.444736842106,0.13331705882352937,123.28087400641563,7386609.662555812,2.243561874464438,3378.704269100241,25.247297738280547,1684.3884512276409,6.1932901567186835,0.21052631578947367,433.72,702.54,903.36,613.29,1420.6,2352.8
36,Well_no_42,3325,7375,3054.830000000001,0.12888449999999999,102.53388539678002,7309218.9559428,1.9257640397727518,3844.956999918807,27.646468172138324,1683.904971692902,5.575701089897167,0.24999,480.37,728.45,905.74,317.75,888.27,1599.1
37,Well_no_43,3775,9425,3059.7300000000014,0.1400664705882353,164.44884277053862,7186509.448415853,2.1289227367416115,3567.8780123564097,24.81661552766653,1659.3950784526976,5.8709937082511665,0.09999999999999999,596.68,944.82,1204.3,935.01,2161.6,3568.0
38,Well_no_44,5325,5975,3050.7363157894733,0.14191388888888892,128.5906935248375,7264172.864378258,2.1153308382000544,3704.166605790073,25.965740700318175,1725.8234655208557,6.15133955034993,0.10526315789473684,839.38,1330.9,1666.8,271.82,846.32,1618.4
39,Well_no_45,3475,3125,3054.2300000000014,0.12501176470588232,76.00963239451414,7367156.681277352,1.9214759044418261,3924.9497914757826,28.45181919426011,1660.8426257727872,5.178828933906279,0.26665000000000005,318.66,494.5,618.01,195.85,537.06,962.24
40,Well_no_46,2375,8825,3059.839999999999,0.12320470588235291,71.08921696695779,7395368.775449999,1.980566497330789,3951.6897606038838,28.368754136666276,1704.327717098848,5.628188901740693,0.3999800000000001,226.19,361.43,470.12,285.85,690.27,1153.9
41,Well_no_47,2575,6925,3055.169999999999,0.1281,122.28405627290645,7306587.485905568,2.103883501929197,3442.8230911617643,26.50102864566645,1723.9135713760766,6.117277164499093,0.2999950000000001,568.88,910.81,1136.3,359.61,998.41,1787.4
42,Well_no_48,6275,6725,3054.0199999999986,0.13577647058823525,144.25792173179383,7222097.402099343,2.2274620999485313,3226.0508084353105,24.346799257770556,1682.0188994526827,5.8973568963781755,0.18333499999999997,804.97,1219.9,1500.0,412.34,1195.7,2209.9
43,Well_no_49,2175,5575,3054.7699999999986,0.10326631578947368,67.13307826323431,7506122.625199365,1.8665415711133146,4046.890999269561,30.82291687502534,1633.3578471344738,5.345205504458487,0.46665,159.48,244.12,307.12,102.11,273.97,481.1
44,Well_no_5,2125,1225,3060.449999999999,0.13090999999999994,92.4595679401746,7333124.415183621,1.9400551727217483,3767.1210548073336,28.01737122007338,1702.0717417364133,5.290386708075576,0.316645,259.9,426.42,548.68,523.66,1187.0,1932.5
45,Well_no_50,4375,3625,3052.260000000001,0.11747947368421051,99.35238624469275,7350994.161318731,2.280698531200972,3275.5742080031864,23.948195230180062,1658.0702723250333,6.638351916068338,0.31667,537.08,856.42,1095.3,210.69,609.57,1110.6
46,Well_no_51,1775,975,3061.550000000001,0.12414823529411763,81.10722119313346,7346226.596473685,1.805380647188674,4195.544394541141,30.821635967212053,1641.2479002476325,5.382008589152536,0.3666450000000001,172.34,278.89,365.32,486.24,1076.6,1717.5
47,Well_no_52,5125,9225,3059.4599999999996,0.1387911111111111,122.45453827262722,7204072.286198065,2.1810485926697774,3438.3647367793865,26.28341114194506,1716.8081839628799,5.562844988466404,0.11667000000000001,368.9,615.68,805.49,572.91,1298.8,2127.7
48,Well_no_53,7875,6125,3056.379999999999,0.11694533333333332,77.70443269662434,7337564.054515177,2.1036339723036854,3519.9473008395344,26.952461245392463,1681.6566557414726,6.384277423700478,0.24999499999999997,343.67,540.34,679.5,242.05,621.54,1086.8
49,Well_no_54,3725,4375,3051.4700000000007,0.15172099999999997,187.5552152879163,7071431.046605756,2.024538608782475,3554.8604843080184,26.053485924713367,1673.7779123415778,5.560184851735526,0.09999999999999999,1110.8,1719.1,2124.8,349.02,1166.6,2315.6
50,Well_no_55,7175,7625,3058.309999999999,0.13372499999999998,103.89243778958462,7283130.154167151,2.192472814207206,3683.5340100027524,26.49355024152187,1690.9905153144882,5.952410144136247,0.19999499999999998,449.5,679.85,835.5,470.55,1184.4,2037.2
51,Well_no_56,4925,8525,3057.919999999999,0.10580466666666663,74.71702800354319,7426667.608698445,2.29105258318798,3370.7577881706443,25.518308211668728,1674.4550097933056,6.333652372051891,0.30000499999999997,273.24,415.51,509.18,339.87,824.72,1377.9
52,Well_no_57,5775,5125,3050.879999999999,0.13797125000000002,115.90043318302949,7301181.317312759,2.150623177390817,3498.916942118215,25.5612373043395,1683.7814259318923,6.071711739087747,0.13333499999999998,713.41,1092.2,1345.3,222.96,722.98,1414.5
53,Well_no_58,6025,6975,3054.2200000000007,0.151860625,199.1939650871039,7080069.628634758,1.9357180026196077,3697.7956160212716,26.381915375151078,1638.1669538759008,5.209562282614038,0.1,759.83,1123.7,1372.2,564.54,1575.4,2810.7
54,Well_no_59,2925,3325,3054.629999999999,0.13071777777777777,110.11932605646014,7285684.152132574,1.9234702570001811,3870.875213429344,28.02924043289942,1697.1353897809731,5.286085808549981,0.28332499999999994,498.26,763.73,942.01,259.93,754.05,1378.1
55,Well_no_6,2675,4525,3053.4599999999996,0.1204357894736842,88.55560521354488,7388058.148111025,1.9800686881724832,3838.0297760295784,27.987539559345358,1702.9762740079252,5.4294313513659,0.39999,365.12,548.91,668.02,156.75,466.3,860.95
56,Well_no_60,3125,6325,3052.550000000001,0.11079642857142856,94.34312547998206,7424443.004368789,2.000966623769847,3825.5960968944214,28.77980457869694,1664.2852972398605,5.608400190735077,0.4035052631578948,448.42,667.44,812.2,207.79,639.24,1195.5
57,Well_no_61,3925,4625,3050.7163157894743,0.1624978571428571,230.64497128432052,7090073.247736841,2.1202639630914994,3587.100251734037,25.676075458941263,1655.9508938945987,5.838911753642536,0.07017894736842105,1289.8,2015.5,2514.5,490.87,1572.1,3052.6
58,Well_no_62,1375,2775,3059.75,0.14556714285714287,132.8595043087005,7173278.33522557,1.8451237152600757,3888.5772431238993,28.356367590686098,1653.2171440258958,5.032611905936693,0.14998999999999998,558.84,899.77,1146.0,854.72,1989.9,3318.9
59,Well_no_63,5525,8125,3057.0299999999993,0.1321041176470588,135.1467941114984,7293082.911958362,2.233598898413126,3396.9001538112207,24.784389104244944,1653.5704915391877,6.198341292610623,0.23332999999999998,695.63,1044.2,1287.0,584.62,1507.9,2618.4
60,Well_no_64,2775,8825,3059.330000000001,0.13556235294117647,113.65770224053608,7363314.192350002,2.013698100525134,3715.8849696289953,28.510239967474824,1676.6774729151275,5.211922621693445,0.28332000000000007,373.5,576.88,723.75,456.87,1110.7,1861.1
61,Well_no_65,2225,6525,3055.4700000000007,0.11515888888888888,75.21347061794363,7413142.701365908,1.864263507935717,4147.975026214886,29.826425371707785,1682.1473318665471,5.433578321909278,0.3833150000000001,311.98,476.11,597.24,194.28,536.31,956.41
62,Well_no_66,2975,5375,3052.1552631578957,0.12046117647058825,105.74017641175107,7357927.654705728,1.9203888752535951,4029.3412626446393,27.994593258150687,1650.681767760289,5.660732967612091,0.31577894736842105,403.71,585.48,702.16,112.3,388.82,764.22
63,Well_no_67,4375,7925,3055.879999999999,0.11979187499999996,89.3199740430541,7343141.475855695,2.2256363017315133,3641.6912300342074,26.092299890114766,1649.7845937032178,6.317335412854041,0.28333499999999995,399.31,587.69,704.82,270.54,727.85,1290.8
64,Well_no_68,5225,4425,3050.86,0.11744888888888888,76.39590018565688,7360679.969764918,2.2814843350853167,3439.3009084320015,25.191348794446707,1716.8317797723605,6.397120936591826,0.31666500000000003,332.98,511.25,636.83,127.16,384.31,723.27
65,Well_no_69,3375,775,3059.64,0.12407444444444445,108.78299119063504,7403153.879407207,1.888505262467282,4004.9121366498207,29.624503569434996,1646.6341389112179,5.2742358643920015,0.33332000000000006,592.6,991.62,1320.1,597.02,1407.5,2342.7
66,Well_no_7,6725,8025,3058.400000000001,0.13427210526315791,113.1503022034862,7293992.0159387905,2.201919239906566,3435.8127339458524,24.994020493365905,1652.838566695743,6.224777618040299,0.21666,423.7,654.55,823.89,561.25,1340.6,2239.7
67,Well_no_70,3575,9775,3060.300000000001,0.13916764705882356,174.2320444853837,7294153.71931275,2.333701748721448,3276.727509205779,25.156555896921358,1664.9283487853259,6.725021453336819,0.23334000000000002,490.91,787.53,1022.1,1001.3,2282.4,3725.6
68,Well_no_71,6975,6525,3055.0400000000004,0.13367454545454546,114.36886208262221,7222796.359185303,2.081987832929579,3631.176809930662,26.63525448886469,1655.008020183771,5.456495714013804,0.18332999999999997,514.78,797.9,998.59,312.04,828.88,1477.7
69,Well_no_72,3825,2625,3055.11,0.10963944444444444,60.68667694269272,7450267.506083424,1.9637561050658339,3925.0989796834656,29.014072501187897,1713.1763453280778,5.730757807873683,0.46665,323.71,513.79,647.54,152.89,414.71,745.22
70,Well_no_73,7975,7525,3059.89,0.1297525,105.28774297211187,7331760.658124802,1.9873186159548386,3732.7641160029584,27.891283777981208,1633.2648416313566,5.141354834886756,0.28332,347.15,573.85,749.4,388.93,941.69,1591.4
71,Well_no_8,3975,8675,3058.080000000001,0.12791133333333335,93.67314317641508,7343357.533259161,2.2139514529269726,3583.792454012038,24.896672047284163,1666.9831585082297,6.142571960017125,0.2,361.3,551.42,683.92,535.32,1285.6,2149.0
72,Well_no_9,5625,5475,3050.800000000001,0.13457444444444444,106.91849884270887,7298264.333957912,2.0996594771856834,3548.4075527339423,25.35228402878454,1701.523576773289,6.317451182230347,0.18333499999999997,688.58,1063.0,1314.4,243.26,761.42,1459.0
