,Well_ID,"X, m","Y, m","Depth, m","Porosity, fraction","Permeability, mD","Acoustic Impedance, kg*s/m^2",Rock facies,"Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa",Vclay
40,Well_no_76,7725,4625,3049.26,0.17879,295.8934693925571,6869550.726,Sandstone,2.3704665792244444,2942.731466867081,22.20741390630645,1654.8520952953131,7.090636635346156,0.0
41,Well_no_76,7725,4625,3049.76,0.17128,259.2676185144465,6979433.011,Sandstone,2.0816687779489764,2758.428619414497,27.43295884326561,1548.3699110549876,5.534765263009055,0.0
42,Well_no_76,7725,4625,3050.26,0.17395,272.4424259429702,7177987.687999999,Sandstone,2.094369621073694,3360.7437671223865,23.65506433300633,1575.6841183026925,5.508138411598506,0.0
43,Well_no_76,7725,4625,3050.76,0.17822,322.66801967307225,6887074.073,Sandstone,2.142862275303861,,,1611.443134045048,5.564475415377737,0.0
44,Well_no_76,7725,4625,3051.26,0.17711,257.81548588385635,7022870.889,Sandstone,1.8707481864594868,3545.8422297634856,24.143802721651078,1785.1939012880093,5.9619196942616615,0.0
45,Well_no_76,7725,4625,3051.76,0.06675,,7874846.482999999,Shale,,,,1540.3321532357531,5.962873335875917,1.0
46,Well_no_76,7725,4625,3052.26,0.11014,41.722743660240894,7346007.626,Shaly sandstone,2.035930589238296,3502.7862668542225,28.084884428409037,1659.169650772537,3.918702258395912,0.3333
47,Well_no_76,7725,4625,3052.76,0.11197,47.17578924189768,7343843.538,Shaly sandstone,1.5727898346131146,5002.964744475133,36.001106875871685,1635.3018119504354,4.637167057415968,0.3333
48,Well_no_76,7725,4625,3053.26,0.11721,56.68594560502088,7370149.460398754,Shaly sandstone,1.8109204723438304,4201.033620067501,31.70194712532421,1604.2230740731006,6.669267103045416,0.3333
49,Well_no_76,7725,4625,3053.76,,,7339412.662,Sandstone,2.249749555673352,2886.6571584593903,23.67673347337921,1760.7437595053475,6.974715387776915,0.0
50,Well_no_76,7725,4625,3054.26,0.13271,61.899523318255866,7310027.128,Shaly sandstone,2.081113425037888,3505.346424740534,25.571584557920534,1725.5293406792346,7.580028878263772,0.3333
51,Well_no_76,7725,4625,3054.76,0.06255,48.51792045901456,7899392.903,Shale,1.9305606262422248,4134.131755081854,36.56597234734704,1764.979863022514,6.013993496603067,1.0
52,Well_no_76,7725,4625,3055.26,0.05649,45.35457343630897,7670325.531,Shale,1.9039374096328063,4406.750952696325,33.43112266001133,1697.3555444010306,5.485273843343808,1.0
53,Well_no_76,7725,4625,3055.76,0.12951,70.57407256724535,7132021.977000001,Shaly sandstone,2.044930577573397,4017.522864356789,33.00618146773251,1685.8690332761264,5.931650494424412,0.3333
54,Well_no_76,7725,4625,3056.26,0.13604,79.68702176269431,7022099.226,Shaly sandstone,,,,1749.8903740673725,3.955781302605768,0.3333
55,Well_no_76,7725,4625,3056.76,,,7287379.752,Sandstone,2.192762216155937,3535.3741252225127,23.76666530592429,1711.3831218620585,4.313276022484991,0.0
56,Well_no_76,7725,4625,3057.26,0.14943,139.0138482496592,7106000.502,Shaly sandstone,2.620435752957338,3592.6853744809205,33.822981516603534,1803.282877842781,5.196165990684982,0.3333
57,Well_no_76,7725,4625,3057.76,0.1511,130.584134173806,7106211.097999997,Sandstone,2.3747151063165552,2885.9021008525788,19.777650754933564,1594.793595588165,6.210950730562301,0.0
58,Well_no_76,7725,4625,3058.26,0.15188,132.3048518483243,7093131.642000001,Sandstone,2.419393548405292,2647.526768507416,18.70772591257613,1762.93128580171,7.505531246336867,0.0
59,Well_no_76,7725,4625,3058.76,0.15513,155.45644346159892,7211099.128,Sandstone,2.1375848063746368,3826.760421720032,26.27709731176021,1625.2699112345583,6.895397768797808,0.0
60,Well_no_77,6825,4475,3047.76,0.16919,209.1217299216091,7144211.217999999,Sandstone,1.8591745042577703,4700.64120198379,27.294129364928693,1768.4452562562674,5.814379787089372,0.0
61,Well_no_77,6825,4475,3048.26,0.16695,224.4237470185128,7046340.618,Sandstone,2.1211941576898106,2942.296684837819,22.620708251597144,1630.8323621470445,5.707222171067671,0.0
62,Well_no_77,6825,4475,3048.76,0.16868,233.01947337081845,7043756.977000001,Sandstone,2.274378289790628,3053.30984978149,23.45256642940332,1712.0870720379137,5.7108277794949664,0.0
63,Well_no_77,6825,4475,3049.26,0.16883,,6798220.266,Sandstone,2.4298315695120385,2908.414886680617,20.553646749142494,1700.6080375951258,,0.0
64,Well_no_77,6825,4475,3049.76,0.17344,245.13220041811746,6959900.421,Sandstone,2.1054456302331492,3838.042513072665,31.01441493667389,1555.2456993550634,5.388643726715636,0.0
65,Well_no_77,6825,4475,3050.26,,,6935822.031,Sandstone,2.3044674512930468,2745.424015282981,17.36958471200466,1698.8206059494996,6.6506733639972175,0.0
66,Well_no_77,6825,4475,3050.76,0.17256,238.13866332749785,7102329.912000001,Sandstone,1.6403066606951542,4073.284197475435,27.21538441671092,1747.6873110126553,,0.0
67,Well_no_77,6825,4475,3051.26,0.18025,250.35646120272295,7030422.009,Sandstone,1.799208817123973,3556.771684376736,30.25394974404608,1643.6929830987024,5.1285718623030885,0.0
68,Well_no_77,6825,4475,3051.76,0.17784,252.02202128219875,7060024.134,Sandstone,1.5935580870118535,3910.489510248953,31.61403101019146,1595.6532145423428,4.933591214839637,0.0
69,Well_no_77,6825,4475,3052.26,0.05422,29.800308221142387,7840231.422999999,Sandy shale,2.9380861556498434,2365.381335593341,19.506323909436105,1561.4043704322494,8.313696071417263,0.6667
70,Well_no_77,6825,4475,3052.76,0.0814899999999999,45.72702840904125,7530425.094,Sandy shale,2.847917009033357,2702.190461621147,20.79501522621264,1763.9831345199766,8.861682511063501,0.6667
71,Well_no_77,6825,4475,3053.26,0.06452,49.87153401853308,7791943.207,Sandy shale,,,24.34842877763767,1616.5785369440805,9.40731088793956,0.6667
72,Well_no_77,6825,4475,3053.76,0.06866,56.77332531212928,7920135.903,Sandy shale,1.7768063963527796,3296.195632092828,19.30483384585488,1683.1580111446044,,0.6667
73,Well_no_77,6825,4475,3054.26,0.06746,23.64370892175174,7836103.369,Sandy shale,2.6243665893750525,3359.111172037004,29.612375978744172,1558.3481112314237,7.575844427251064,0.6667
74,Well_no_77,6825,4475,3054.76,0.147,125.97590447119258,7279991.6510000015,Sandstone,2.3504904299601947,3676.746219624965,20.312666191010223,1756.3154751918223,7.588836149590152,0.0
75,Well_no_77,6825,4475,3055.26,0.14434,127.47811802292975,7125832.985,Sandstone,1.8586438349669845,3936.334046838303,29.392514560146928,1690.112442272538,5.309179067210382,0.0
76,Well_no_77,6825,4475,3055.76,0.15642,149.0901085472932,6927188.625,Sandstone,2.028631336448004,3289.269786324925,21.948362350556813,1612.4486732345974,5.587593263688184,0.0
77,Well_no_77,6825,4475,3056.26,0.15913,147.52021814142788,7160087.168,Sandstone,1.7442092943310423,3977.797009574194,27.598395258907047,1882.577387636838,6.181648009590668,0.0
78,Well_no_77,6825,4475,3056.76,0.15943,112.86588656167056,7304921.217,Sandstone,2.0943359520512925,2969.167082781031,23.223886896295127,1762.789120749143,6.3473468623135805,0.0
79,Well_no_77,6825,4475,3057.26,0.15491,153.09747017046016,7342081.280677319,Sandstone,1.7965779793634968,4093.2165433898494,32.02469178720304,1702.2583591264593,4.669348880180488,0.0
80,Well_no_78,7425,3975,3049.01,0.16024,187.66029754782556,6941578.805,Sandstone,2.2504925633189146,3396.227668647052,21.291828178957857,1905.9762312361047,6.383238304738357,0.0
81,Well_no_78,7425,3975,3049.51,0.15968,186.67505844846255,7046006.361000001,Sandstone,1.7699263265087992,3371.2095482335017,27.58183669082305,1659.431493794796,4.131786297539742,0.0
82,Well_no_78,7425,3975,3050.01,0.16178,147.79866689932848,7130814.279,Sandstone,2.353269146126455,2978.214380668371,21.75590966718115,1583.622971135633,6.12530102627896,0.0
83,Well_no_78,7425,3975,3050.51,0.16273,92.00359321967164,6941190.075,Sandstone,1.5731508166812769,4723.576177350102,35.10041145149837,1909.2465237968256,4.705427065436497,0.0
84,Well_no_78,7425,3975,3051.01,0.16399,195.94526296971276,7213089.626,Sandstone,2.1120341900921766,3397.998948563196,26.91448987317013,1674.7136819245677,6.0238260589528645,0.0
85,Well_no_78,7425,3975,3051.51,0.16569,294.1504946903204,7019269.25,Sandstone,2.246130313113268,2720.320079501445,22.00879911365611,1635.8661294629972,6.749022589898125,0.0
86,Well_no_78,7425,3975,3052.01,0.16716,221.41343064023633,7096440.471,Sandstone,1.993941805761084,3730.3259024382774,27.74636089665698,1728.4979271011418,5.957310070258463,0.0
87,Well_no_78,7425,3975,3052.51,0.1738,256.1742117663898,7342593.881,Sandstone,2.069338267498381,3416.8223811293724,26.372401661644968,1747.1590541684927,4.91945550307201,0.0
88,Well_no_78,7425,3975,3053.01,0.0505,50.753588787513664,7947211.172999999,Shale,1.7198500214308798,4754.567034657927,37.01077526069496,1677.1971685367084,4.480209542558806,1.0
89,Well_no_78,7425,3975,3053.51,0.05416,42.44244483562179,8101774.836,Shale,1.5865570043067467,5136.605264334393,41.86085223468889,1617.081045580024,4.148768996276129,1.0
90,Well_no_78,7425,3975,3054.01,0.0964,43.98135689860173,7210269.437000001,Shaly sandstone,1.956723984432348,3912.220614446812,24.205048656678624,1755.3734471865332,5.419175211774774,0.3333
91,Well_no_78,7425,3975,3054.51,0.10846,42.18190274639082,7408076.672999999,Shaly sandstone,1.8786614332072753,3781.352541708324,26.86227917666236,1825.4766660540663,5.7536876215982735,0.3333
92,Well_no_78,7425,3975,3055.01,0.06058,58.554983628111756,7863327.799,Shale,1.5051864471457548,5054.963541023021,39.62279145659031,1691.3466911885537,4.305817073544944,1.0
93,Well_no_78,7425,3975,3055.51,0.1332,72.32862533493316,7338168.454,Shaly sandstone,2.16207930592124,3452.210707020135,25.76713960020459,1666.3339145482155,4.944384443178135,0.3333
94,Well_no_78,7425,3975,3056.01,,,7231930.204,Sandstone,1.9492266973824837,3386.903438434096,22.359803414310583,1732.1358555820782,6.836432471520733,0.0
95,Well_no_78,7425,3975,3056.51,0.14125,87.49707822080013,7212765.583,Shaly sandstone,2.259965139367896,3102.861298958623,23.031303688648663,1708.6088897469265,4.757754411072102,0.3333
96,Well_no_78,7425,3975,3057.01,0.14448,132.54090666848242,7236357.825,Sandstone,2.0432840486402704,3662.80918715921,26.99107702445365,1532.5795582400165,5.208640258136921,0.0
97,Well_no_78,7425,3975,3057.51,,,7714768.704303345,Sandstone,1.5345730221811635,4977.12398674878,38.014079487075456,1783.3991044159188,3.8583013917425184,0.0
98,Well_no_78,7425,3975,3058.01,0.15127,140.00487665700396,7002215.118,Sandstone,1.9306231872828747,3767.51932859204,27.998783309380716,1575.8439558530135,5.290645335305683,0.0
99,Well_no_78,7425,3975,3058.51,0.14784,129.56095210953674,7250215.265,Sandstone,1.6257390547780346,4609.048252294414,34.53610439339247,1874.06980033674,5.7098192889546695,0.0
100,Well_no_79,6875,4125,3048.13,0.16733,223.11277783067897,6832944.714,Sandstone,1.4955982791854567,4416.245003143379,29.168982162576533,1690.9338800137382,4.281695618622313,0.0
101,Well_no_79,6875,4125,3048.63,0.16866,215.15089176858524,7290474.702,Sandstone,1.6588228089225527,4393.934918820384,33.73216053451159,1717.3681585930683,4.559853619488075,0.0
102,Well_no_79,6875,4125,3049.13,0.1648599999999999,211.01482738682662,7162497.3220000025,Sandstone,1.9503980084535333,3488.760952851157,26.435864423059822,1753.0040323392595,4.8761839022273445,0.0
103,Well_no_79,6875,4125,3049.63,,,6996768.4279999975,Sandstone,1.5485053732042164,5028.202173949743,31.327352818859374,1693.5924300781344,4.441508773530587,0.0
104,Well_no_79,6875,4125,3050.13,0.16669,239.25955536721023,7210437.397999999,Sandstone,2.1754879298009526,3480.9428123261237,26.3603064536174,1613.4745508412695,6.9625804680800485,0.0
105,Well_no_79,6875,4125,3050.63,0.16445,219.8085123217686,7207110.912,Sandstone,2.3960263941130195,3061.9700852087244,22.464330745551504,1739.7148098216303,6.710479512441242,0.0
106,Well_no_79,6875,4125,3051.13,0.17017,,6956420.732000003,Sandstone,1.7243115270041414,,,1660.1882872059389,3.6844207435475593,0.0
107,Well_no_79,6875,4125,3051.63,0.181,55.281663741592915,6740246.195,Sandy shale,3.1918293278962335,2513.941095752061,20.172041636052068,1660.122488687237,7.560815037792492,0.6667
108,Well_no_79,6875,4125,3052.13,,,7031549.866,Sandstone,2.150005877767372,3205.270489853623,22.088642049986866,1644.80869952983,5.549978971264847,0.0
109,Well_no_79,6875,4125,3052.63,0.05554,51.44417384806323,7873052.565,Shale,1.6242861314666546,4915.235493958918,40.75397220641621,1732.4627109154883,3.421042592509456,1.0
110,Well_no_79,6875,4125,3053.13,,12.856300408465032,7844613.297,Shale,1.5273933261143462,4863.732710367964,42.743922875518365,1785.8788130332134,5.0491851625277855,1.0
111,Well_no_79,6875,4125,3053.63,0.1039,37.26816666829023,7165926.512,Shaly sandstone,1.5445979048751215,4734.580241686388,34.62409288550504,1890.7549162091248,4.053914763576511,0.3333
112,Well_no_79,6875,4125,3054.13,0.11067,43.569829676996065,7289545.304,Shaly sandstone,1.9552067594864384,3942.884430038001,26.693687925916468,1710.5127452952634,6.885574240387099,0.3333
113,Well_no_79,6875,4125,3054.63,,,7584683.884,Shale,1.7764998261414735,4780.069178274192,32.38711481898409,1608.228533391915,4.727433068497492,1.0
114,Well_no_79,6875,4125,3055.13,0.13917,108.89138067958692,7343780.451,Shaly sandstone,2.0233693489585804,3766.973071560961,28.635765167288213,1774.0169245594195,4.773301767126595,0.3333
115,Well_no_79,6875,4125,3055.63,0.14395,128.31230418381955,7086714.425,Sandstone,2.134429818757345,3112.877691374828,20.68264099778521,1610.694850809759,6.308903868338442,0.0
116,Well_no_79,6875,4125,3056.13,0.14464,132.06533599274047,7101960.875,Sandstone,2.1332868356331587,2947.55975875394,18.53422755664234,1572.5720074027874,7.220384704083504,0.0
117,Well_no_79,6875,4125,3056.63,0.15662,146.8713039856512,6617929.36,Sandstone,2.3045451874071348,3150.459551553889,16.535377602056705,1566.2792192259692,5.730821373005606,0.0
118,Well_no_79,6875,4125,3057.13,,,7393040.399,Sandstone,2.1598906340006163,3088.7394124125617,25.93529666003475,1868.128476834338,7.537810976032905,0.0
119,Well_no_79,6875,4125,3057.63,0.15063,131.56628920481944,7163503.754,Sandstone,1.7475121565244958,4410.2589092027,33.98978187080288,1751.6241050639917,5.823946405264835,0.0
120,Well_no_80,7525,4925,3048.99,0.18397,387.8999232948652,6664900.848999999,Sandstone,1.5722573848611183,4017.635494882079,29.599851661467117,1654.438297721376,3.7352456764636095,0.0
121,Well_no_80,7525,4925,3049.49,,,6968258.77,Sandstone,2.1202041885929352,3128.486087973708,22.154477848807726,1594.495748572131,5.927186854008153,0.0
122,Well_no_80,7525,4925,3049.99,0.1791299999999999,297.4644843291068,6904351.286,Sandstone,2.211670715923743,3411.759115758008,25.744068884211842,1414.5099131094055,4.425195462768455,0.0
123,Well_no_80,7525,4925,3050.49,,63.37012096394658,7973702.2,Sandy shale,2.8477267464777327,3015.234614557497,24.49288611358121,1552.9738697008029,8.59971516748426,0.6667
124,Well_no_80,7525,4925,3050.99,0.11263,52.24792025632101,7218251.172999999,Shaly sandstone,2.2252398257512422,3560.408881334497,25.270488527162183,1601.317987396029,6.2776129986387135,0.3333
125,Well_no_80,7525,4925,3051.49,0.12109,35.512210455179904,7684187.874,Shaly sandstone,1.760276303907423,4333.327031541691,33.053981123912514,1744.727997670219,,0.3333
127,Well_no_80,7525,4925,3052.49,0.05623,21.82859597633926,7717896.008820358,Sandy shale,3.5082675186122865,2342.046764022461,20.60192300888221,1687.4958035903546,9.243280130238343,0.6667
128,Well_no_80,7525,4925,3052.99,0.05755,19.922629513226475,8016967.386,Sandy shale,2.6508355635044194,2989.297470152173,23.687599828792788,1614.072381325136,6.690193636081299,0.6667
129,Well_no_80,7525,4925,3053.49,0.04845,20.070792221981232,7748202.239,Sandy shale,2.5310831376911653,2785.414589555642,19.63749568342037,1632.3820610206603,6.744504324453263,0.6667
130,Well_no_80,7525,4925,3053.99,,,7652427.5260000015,Shaly sandstone,1.5735381255311909,4821.213969204626,36.57548405315677,1776.1216758591186,4.963896285546575,0.3333
131,Well_no_80,7525,4925,3054.49,0.06155,29.093688420550976,7734284.003,Sandy shale,2.8872966426785,2409.755000685413,18.647637863358668,1620.2543703870856,8.525978666931643,0.6667
132,Well_no_80,7525,4925,3054.99,0.13505,88.34908886746032,7206795.943,Sandstone,1.9042680597511987,3539.9248870762103,23.862512939519046,1747.8141180084406,5.1035515150014685,0.0
133,Well_no_80,7525,4925,3055.49,0.13354,94.62884705205464,7294381.986,Sandstone,1.9138517293385224,3600.498337571681,28.26434766222327,1769.813305553841,5.160159057164,0.0
134,Well_no_80,7525,4925,3055.99,0.13967,106.1587827801193,7302429.241,Sandstone,2.319517475013886,2875.3073279843193,19.1763607511148,1581.1968646086689,7.719890847885004,0.0
135,Well_no_80,7525,4925,3056.49,0.14684,135.1231125142639,7163541.177,Sandstone,2.4045541057098445,2778.1890589816308,23.285826901983253,1524.9318604896866,5.591591425580965,0.0
136,Well_no_80,7525,4925,3056.99,0.15029,148.09790398156196,,Sandstone,2.466066922176789,,,1662.571376875775,6.740766544905155,0.0
137,Well_no_80,7525,4925,3057.49,0.15381,134.46815481235592,7219887.748,Sandstone,2.003518901527904,3469.2365710860486,24.11355687194768,1726.6814409927188,6.407497937649411,0.0
138,Well_no_80,7525,4925,3057.99,0.16265,170.60358456273775,6920850.681,Sandstone,2.0344891544287846,3514.016625258523,24.185416408075625,1520.4509721252734,4.862174015913311,0.0
139,Well_no_80,7525,4925,3058.49,0.16342,171.31849050834583,7495441.965,Sandstone,1.6294459353849362,4909.890605520459,38.8979345714291,1668.6179376472433,4.2454209530121965,0.0
140,Well_no_81,9025,4825,3051.67,0.14487,178.82754196005132,7208811.049,Sandstone,1.7064044567402927,4387.889605964965,32.85438651945695,1584.31155019159,5.090882300417439,0.0
141,Well_no_81,9025,4825,3052.17,0.14747,131.89423730355256,7303569.125,Sandstone,2.7943089324577075,3135.490074102911,27.47168383246035,1580.0226877096927,5.474359454681019,0.0
142,Well_no_81,9025,4825,3052.67,0.14138,69.12629391492372,7150132.501,Sandstone,1.5312837890286146,4382.737965953337,34.148401156192826,1688.881595592837,6.0788430040831685,0.0
143,Well_no_81,9025,4825,3053.17,0.14384,115.54803484139136,7066742.556,Sandstone,1.767618932254766,4090.978669317928,29.74599327574011,1608.8711436789902,5.7189228677719095,0.0
144,Well_no_81,9025,4825,3053.67,0.14759,152.29799976869106,7188505.757999999,Sandstone,1.9874291228633671,3659.159776898064,26.61058341143009,1425.170622435241,4.351382639062239,0.0
145,Well_no_81,9025,4825,3054.17,0.1456599999999999,157.2517165646511,7193564.2370000025,Sandstone,1.5598609487472743,4455.453394609167,30.369579154284853,1370.6877994842007,2.930643420687628,0.0
146,Well_no_81,9025,4825,3054.67,0.14723,132.29771294180674,7336888.082,Sandstone,1.6476946233450382,4509.975956695324,30.06619362688707,1845.2098750756743,5.507486886888508,0.0
147,Well_no_81,9025,4825,3055.17,0.15788,165.56308655589447,7172408.67,Sandstone,2.0460238953909258,3667.530710468036,25.41263237986169,1565.4701814423129,6.44224812349611,0.0
148,Well_no_81,9025,4825,3055.67,0.17052,276.12009047249603,7005668.765,Sandstone,2.3655943389760496,3163.200737883013,23.66975587781089,1674.4269135591026,5.4934073233809615,0.0
149,Well_no_81,9025,4825,3056.17,0.05132,47.50160567994821,8067570.789,Shale,1.878584292013976,4472.316415902471,35.825505207088845,1607.8088180574955,5.123150083401521,1.0
150,Well_no_81,9025,4825,3056.67,0.09408,58.22790116291132,7517703.632,Shaly sandstone,,4667.210773275896,,1700.9166709950152,3.623233682686098,0.3333
151,Well_no_81,9025,4825,3057.17,0.10324,49.41775797828163,7625561.241,Shaly sandstone,1.9264500381599703,4434.998681874788,26.407743069173584,1547.8243598605957,6.211684676732756,0.3333
152,Well_no_81,9025,4825,3057.67,0.05301,47.10078343433468,7735706.382,Shale,1.8908717242265447,4084.244692092552,28.1073227852122,1677.1289049932157,5.212469286614104,1.0
153,Well_no_81,9025,4825,3058.17,0.05764,48.43113667710322,8083469.627,Shale,1.8799569767858704,5149.57920105087,34.166486953733816,1610.1649185720096,7.484349332936298,1.0
